float_id,latitude,longitude,depth,N2,S2,Richardson_Number,classification,color
SYN_0009,7.654908444859396,84.39073734228319,10,0.0,6.91967389091148e-06,0.0,UNSAFE,RED
SYN_0009,7.654908444859396,84.39073734228319,25,0.0,5.496474211084688e-07,0.0,UNSAFE,RED
SYN_0009,7.654908444859396,84.39073734228319,50,0.0,6.578393810627514e-07,0.0,UNSAFE,RED
SYN_0009,7.654908444859396,84.39073734228319,75,0.0,1.7978860641677745e-07,0.0,UNSAFE,RED
SYN_0009,7.654908444859396,84.39073734228319,100,0.0,1.0953142633743651e-06,0.0,UNSAFE,RED
SYN_0009,7.654908444859396,84.39073734228319,150,0.0,3.526810313154269e-08,0.0,UNSAFE,RED
SYN_0009,7.654908444859396,84.39073734228319,200,0.0,2.282717092865262e-07,0.0,UNSAFE,RED
SYN_0010,13.67703298475946,72.97009468794747,0,0.0,1.4009768825910552e-06,0.0,UNSAFE,RED
SYN_0010,13.67703298475946,72.97009468794747,10,0.0,2.8781739387227566e-06,0.0,UNSAFE,RED
SYN_0010,13.67703298475946,72.97009468794747,25,0.0,3.396008801255512e-06,0.0,UNSAFE,RED
SYN_0010,13.67703298475946,72.97009468794747,50,0.0,4.059460203358749e-07,0.0,UNSAFE,RED
SYN_0010,13.67703298475946,72.97009468794747,75,0.0,3.1916949817194165e-07,0.0,UNSAFE,RED
SYN_0010,13.67703298475946,72.97009468794747,100,0.0,1.3676744608197379e-06,0.0,UNSAFE,RED
SYN_0010,13.67703298475946,72.97009468794747,150,0.0,6.436117716893618e-07,0.0,UNSAFE,RED
SYN_0010,13.67703298475946,72.97009468794747,200,2.363743928164147e-05,9.701673812831947e-07,24.361778760799485,SAFE,GREEN
SYN_0011,12.707932419311302,78.6322733794558,0,0.0,1.2926604596399498e-05,0.0,UNSAFE,RED
SYN_0011,12.707932419311302,78.6322733794558,10,0.0,3.3923950579056765e-06,0.0,UNSAFE,RED
SYN_0011,12.707932419311302,78.6322733794558,25,0.0,4.7399498479004727e-07,0.0,UNSAFE,RED
SYN_0011,12.707932419311302,78.6322733794558,50,0.0,1.524638349863161e-07,0.0,UNSAFE,RED
SYN_0011,12.707932419311302,78.6322733794558,75,0.0,1.2114809629015312e-06,0.0,UNSAFE,RED
SYN_0011,12.707932419311302,78.6322733794558,100,0.0,1.189117020262339e-06,0.0,UNSAFE,RED
SYN_0011,12.707932419311302,78.6322733794558,150,0.0,2.1366323591312683e-07,0.0,UNSAFE,RED
SYN_0011,12.707932419311302,78.6322733794558,200,0.0,2.5778736208857486e-07,0.0,UNSAFE,RED
SYN_0012,10.952703490186217,66.99969774323726,0,0.0,1.3111407553364836e-06,0.0,UNSAFE,RED
SYN_0012,10.952703490186217,66.99969774323726,10,0.0,7.101606107284457e-07,0.0,UNSAFE,RED
SYN_0012,10.952703490186217,66.99969774323726,25,0.0,2.0594606932192803e-06,0.0,UNSAFE,RED
SYN_0012,10.952703490186217,66.99969774323726,50,0.0,1.4467930011666713e-06,0.0,UNSAFE,RED
SYN_0012,10.952703490186217,66.99969774323726,75,0.0,4.31273741417693e-07,0.0,UNSAFE,RED
SYN_0012,10.952703490186217,66.99969774323726,100,0.0,5.659022771839336e-07,0.0,UNSAFE,RED
SYN_0012,10.952703490186217,66.99969774323726,150,0.0,1.1053284768824016e-07,0.0,UNSAFE,RED
SYN_0012,10.952703490186217,66.99969774323726,200,0.0,4.1922675495809025e-08,0.0,UNSAFE,RED
SYN_0013,23.944971547677174,84.72002127645742,0,0.0,3.136906749153671e-05,0.0,UNSAFE,RED
SYN_0013,23.944971547677174,84.72002127645742,10,0.0,1.0612305948587261e-05,0.0,UNSAFE,RED
SYN_0013,23.944971547677174,84.72002127645742,25,0.0,1.4577176485034788e-06,0.0,UNSAFE,RED
SYN_0013,23.944971547677174,84.72002127645742,50,0.0,1.4360919692534326e-06,0.0,UNSAFE,RED
SYN_0013,23.944971547677174,84.72002127645742,75,0.0,4.0333189057806565e-07,0.0,UNSAFE,RED
SYN_0013,23.944971547677174,84.72002127645742,100,0.0,5.584587209008383e-07,0.0,UNSAFE,RED
SYN_0013,23.944971547677174,84.72002127645742,150,0.0,1.488280374440735e-08,0.0,UNSAFE,RED
SYN_0013,23.944971547677174,84.72002127645742,200,0.0,3.907748554152421e-07,0.0,UNSAFE,RED
SYN_0014,5.868015665963455,83.49286660447191,0,0.0,9.252597732144096e-06,0.0,UNSAFE,RED
SYN_0014,5.868015665963455,83.49286660447191,10,0.0,5.161848815871023e-06,0.0,UNSAFE,RED
SYN_0014,5.868015665963455,83.49286660447191,25,0.0,7.1619681773288735e-06,0.0,UNSAFE,RED
SYN_0014,5.868015665963455,83.49286660447191,50,0.0,9.803674417933358e-07,0.0,UNSAFE,RED
SYN_0014,5.868015665963455,83.49286660447191,75,0.0,8.318350700853589e-07,0.0,UNSAFE,RED
SYN_0014,5.868015665963455,83.49286660447191,100,0.0,1.2089187871962903e-07,0.0,UNSAFE,RED
SYN_0014,5.868015665963455,83.49286660447191,150,0.0,5.3558875976457576e-08,0.0,UNSAFE,RED
SYN_0014,5.868015665963455,83.49286660447191,200,0.0,6.2810950380862e-08,0.0,UNSAFE,RED
SYN_0015,22.321277790008168,65.90437340212378,0,0.0,1.9079689030992278e-05,0.0,UNSAFE,RED
SYN_0015,22.321277790008168,65.90437340212378,10,0.0,7.081959250659372e-06,0.0,UNSAFE,RED
SYN_0015,22.321277790008168,65.90437340212378,25,0.0,5.197155743700059e-07,0.0,UNSAFE,RED
SYN_0015,22.321277790008168,65.90437340212378,50,0.0,1.5217078785606656e-08,0.0,UNSAFE,RED
SYN_0015,22.321277790008168,65.90437340212378,75,0.0,4.275730234973981e-07,0.0,UNSAFE,RED
SYN_0015,22.321277790008168,65.90437340212378,100,0.0,9.028474496543619e-07,0.0,UNSAFE,RED
SYN_0015,22.321277790008168,65.90437340212378,150,0.0,8.009965016967753e-08,0.0,UNSAFE,RED
SYN_0015,22.321277790008168,65.90437340212378,200,0.0,1.0691680695210184e-06,0.0,UNSAFE,RED
SYN_0016,20.139982643444576,65.9379293558244,0,0.0,1.1752717319646499e-05,0.0,UNSAFE,RED
SYN_0016,20.139982643444576,65.9379293558244,10,0.0,3.1308750300324102e-06,0.0,UNSAFE,RED
SYN_0016,20.139982643444576,65.9379293558244,25,0.0,3.19274681199758e-06,0.0,UNSAFE,RED
SYN_0016,20.139982643444576,65.9379293558244,50,0.0,6.370685919675953e-07,0.0,UNSAFE,RED
SYN_0016,20.139982643444576,65.9379293558244,75,0.0,6.761394504954879e-07,0.0,UNSAFE,RED
SYN_0016,20.139982643444576,65.9379293558244,100,0.0,8.713458472175515e-07,0.0,UNSAFE,RED
SYN_0016,20.139982643444576,65.9379293558244,150,0.0,3.7907052840977515e-08,0.0,UNSAFE,RED
SYN_0016,20.139982643444576,65.9379293558244,200,0.0,5.478599173968417e-07,0.0,UNSAFE,RED
SYN_0017,22.247274174934905,83.99041247315284,0,0.0,2.7730170173838732e-05,0.0,UNSAFE,RED
SYN_0017,22.247274174934905,83.99041247315284,10,0.0,6.58840162662273e-06,0.0,UNSAFE,RED
SYN_0017,22.247274174934905,83.99041247315284,25,0.0,3.2062885521738104e-06,0.0,UNSAFE,RED
SYN_0017,22.247274174934905,83.99041247315284,50,0.0,6.704419386441041e-07,0.0,UNSAFE,RED
SYN_0017,22.247274174934905,83.99041247315284,75,0.0,6.459000238571545e-07,0.0,UNSAFE,RED
SYN_0017,22.247274174934905,83.99041247315284,100,0.0,9.171520951466736e-07,0.0,UNSAFE,RED
SYN_0017,22.247274174934905,83.99041247315284,150,0.0,1.0151933685357895e-07,0.0,UNSAFE,RED
SYN_0017,22.247274174934905,83.99041247315284,200,0.0,2.3956904929589036e-06,0.0,UNSAFE,RED
SYN_0018,5.636093629703303,75.97430618414818,0,0.0,1.5324923278794025e-06,0.0,UNSAFE,RED
SYN_0018,5.636093629703303,75.97430618414818,10,0.0,2.990445820737354e-06,0.0,UNSAFE,RED
SYN_0018,5.636093629703303,75.97430618414818,25,0.0,1.2478247627039479e-06,0.0,UNSAFE,RED
SYN_0018,5.636093629703303,75.97430618414818,50,0.0,8.92112354936641e-07,0.0,UNSAFE,RED
SYN_0018,5.636093629703303,75.97430618414818,75,0.0,4.81863819307179e-07,0.0,UNSAFE,RED
SYN_0018,5.636093629703303,75.97430618414818,100,0.0,6.242341196616823e-07,0.0,UNSAFE,RED
SYN_0018,5.636093629703303,75.97430618414818,150,0.0,6.722382704309889e-08,0.0,UNSAFE,RED
SYN_0018,5.636093629703303,75.97430618414818,200,0.0,5.754811004242633e-07,0.0,UNSAFE,RED
SYN_0019,13.948247336469093,75.65234532910046,0,0.0,7.395207061779164e-06,0.0,UNSAFE,RED
SYN_0019,13.948247336469093,75.65234532910046,10,0.0,2.406410682470603e-06,0.0,UNSAFE,RED
SYN_0019,13.948247336469093,75.65234532910046,25,0.0,3.5142618959645184e-06,0.0,UNSAFE,RED
SYN_0019,13.948247336469093,75.65234532910046,50,0.0,1.3896151879958091e-06,0.0,UNSAFE,RED
SYN_0019,13.948247336469093,75.65234532910046,75,0.0,3.9094943436862403e-07,0.0,UNSAFE,RED
SYN_0019,13.948247336469093,75.65234532910046,100,0.0,3.9410505591236585e-07,0.0,UNSAFE,RED
SYN_0019,13.948247336469093,75.65234532910046,150,0.0,4.0574991573600916e-07,0.0,UNSAFE,RED
SYN_0019,13.948247336469093,75.65234532910046,200,0.0,2.102328887933629e-07,0.0,UNSAFE,RED
SYN_0020,5.150687262681495,69.50665595425056,0,0.0,1.0713283567569381e-05,0.0,UNSAFE,RED
SYN_0020,5.150687262681495,69.50665595425056,10,0.0,1.544100577845137e-06,0.0,UNSAFE,RED
SYN_0020,5.150687262681495,69.50665595425056,25,0.0,4.305298555396099e-07,0.0,UNSAFE,RED
SYN_0020,5.150687262681495,69.50665595425056,50,0.0,1.644538797513597e-06,0.0,UNSAFE,RED
SYN_0020,5.150687262681495,69.50665595425056,75,0.0,3.031436529990686e-07,0.0,UNSAFE,RED
SYN_0020,5.150687262681495,69.50665595425056,100,0.0,1.5213210576941094e-06,0.0,UNSAFE,RED
SYN_0020,5.150687262681495,69.50665595425056,150,0.0,9.077475930302758e-08,0.0,UNSAFE,RED
SYN_0020,5.150687262681495,69.50665595425056,200,0.0,2.0364348380953096e-07,0.0,UNSAFE,RED
SYN_0021,7.296736494784071,77.21240084883266,0,0.0,3.3087301745287573e-05,0.0,UNSAFE,RED
SYN_0021,7.296736494784071,77.21240084883266,10,0.0,1.2002028767918477e-05,0.0,UNSAFE,RED
SYN_0021,7.296736494784071,77.21240084883266,25,0.0,7.529253304666391e-07,0.0,UNSAFE,RED
SYN_0021,7.296736494784071,77.21240084883266,50,0.0,1.5665845779572013e-07,0.0,UNSAFE,RED
SYN_0021,7.296736494784071,77.21240084883266,75,0.0,8.561498291465985e-07,0.0,UNSAFE,RED
SYN_0021,7.296736494784071,77.21240084883266,100,0.0,7.528562144675114e-10,0.0,UNSAFE,RED
SYN_0021,7.296736494784071,77.21240084883266,150,0.0,2.5696764402072836e-07,0.0,UNSAFE,RED
SYN_0021,7.296736494784071,77.21240084883266,200,0.0,2.2205012360877002e-07,0.0,UNSAFE,RED
SYN_0022,20.990742618390318,81.50265353385595,0,0.0,4.8858997466331874e-05,0.0,UNSAFE,RED
SYN_0022,20.990742618390318,81.50265353385595,10,0.0,1.7300462142369448e-05,0.0,UNSAFE,RED
SYN_0022,20.990742618390318,81.50265353385595,25,0.0,6.716651411545918e-07,0.0,UNSAFE,RED
SYN_0022,20.990742618390318,81.50265353385595,50,0.0,1.0168739378937934e-06,0.0,UNSAFE,RED
SYN_0022,20.990742618390318,81.50265353385595,75,0.0,3.048776917945242e-07,0.0,UNSAFE,RED
SYN_0022,20.990742618390318,81.50265353385595,100,0.0,7.138178307588818e-07,0.0,UNSAFE,RED
SYN_0022,20.990742618390318,81.50265353385595,150,0.0,1.5336029079410813e-08,0.0,UNSAFE,RED
SYN_0022,20.990742618390318,81.50265353385595,200,0.0,1.1257321835774192e-06,0.0,UNSAFE,RED
SYN_0023,20.88050378540592,77.40145511857027,0,0.0,9.042521328624133e-06,0.0,UNSAFE,RED
SYN_0023,20.88050378540592,77.40145511857027,10,0.0,3.8146138458244684e-06,0.0,UNSAFE,RED
SYN_0023,20.88050378540592,77.40145511857027,25,0.0,1.6400695224097197e-06,0.0,UNSAFE,RED
SYN_0023,20.88050378540592,77.40145511857027,50,0.0,5.968658652082241e-07,0.0,UNSAFE,RED
SYN_0023,20.88050378540592,77.40145511857027,75,0.0,8.87047503604603e-07,0.0,UNSAFE,RED
SYN_0023,20.88050378540592,77.40145511857027,100,0.0,1.7356523269100548e-06,0.0,UNSAFE,RED
SYN_0023,20.88050378540592,77.40145511857027,150,0.0,3.986399948997974e-08,0.0,UNSAFE,RED
SYN_0023,20.88050378540592,77.40145511857027,200,0.0,3.485151932525524e-07,0.0,UNSAFE,RED
SYN_0024,23.945666792236302,68.0670280623216,0,0.0,3.5504550942646035e-05,0.0,UNSAFE,RED
SYN_0024,23.945666792236302,68.0670280623216,10,0.0,7.96539513836725e-06,0.0,UNSAFE,RED
SYN_0024,23.945666792236302,68.0670280623216,25,0.0,2.1739700474163922e-06,0.0,UNSAFE,RED
SYN_0024,23.945666792236302,68.0670280623216,50,0.0,7.503273045749916e-07,0.0,UNSAFE,RED
SYN_0024,23.945666792236302,68.0670280623216,75,0.0,1.7851124912690208e-06,0.0,UNSAFE,RED
SYN_0024,23.945666792236302,68.0670280623216,100,0.0,4.8721190057729045e-08,0.0,UNSAFE,RED
SYN_0024,23.945666792236302,68.0670280623216,150,0.0,4.2601282731451125e-07,0.0,UNSAFE,RED
SYN_0024,23.945666792236302,68.0670280623216,200,0.0,2.2491514682750336e-07,0.0,UNSAFE,RED
SYN_0025,14.616739561781472,83.36909449878603,0,0.0,4.099198962426167e-05,0.0,UNSAFE,RED
SYN_0025,14.616739561781472,83.36909449878603,10,0.0,1.288461774586979e-05,0.0,UNSAFE,RED
SYN_0025,14.616739561781472,83.36909449878603,25,0.0,1.9696324419089693e-06,0.0,UNSAFE,RED
SYN_0025,14.616739561781472,83.36909449878603,50,0.0,1.282821047051488e-06,0.0,UNSAFE,RED
SYN_0025,14.616739561781472,83.36909449878603,75,0.0,9.816569304170213e-07,0.0,UNSAFE,RED
SYN_0025,14.616739561781472,83.36909449878603,100,0.0,1.3743525390465369e-06,0.0,UNSAFE,RED
SYN_0025,14.616739561781472,83.36909449878603,150,0.0,4.6330379550573385e-08,0.0,UNSAFE,RED
SYN_0025,14.616739561781472,83.36909449878603,200,0.0,1.3093775697899808e-07,0.0,UNSAFE,RED
SYN_0026,20.51055233390021,74.06577669496055,0,0.0,6.771692640748871e-06,0.0,UNSAFE,RED
SYN_0026,20.51055233390021,74.06577669496055,10,0.0,5.386959811635567e-06,0.0,UNSAFE,RED
SYN_0026,20.51055233390021,74.06577669496055,25,0.0,2.432728343486157e-07,0.0,UNSAFE,RED
SYN_0026,20.51055233390021,74.06577669496055,50,0.0,2.5131170774575864e-06,0.0,UNSAFE,RED
SYN_0026,20.51055233390021,74.06577669496055,75,0.0,1.6001372096173691e-07,0.0,UNSAFE,RED
SYN_0026,20.51055233390021,74.06577669496055,100,0.0,5.4320653071501e-07,0.0,UNSAFE,RED
SYN_0026,20.51055233390021,74.06577669496055,150,0.0,2.278383051155157e-07,0.0,UNSAFE,RED
SYN_0026,20.51055233390021,74.06577669496055,200,0.0,3.423687396918781e-07,0.0,UNSAFE,RED
SYN_0027,10.862954605220263,82.9267163704224,0,0.0,1.2686518505165487e-05,0.0,UNSAFE,RED
SYN_0027,10.862954605220263,82.9267163704224,10,0.0,9.358986250723683e-06,0.0,UNSAFE,RED
SYN_0027,10.862954605220263,82.9267163704224,25,0.0,1.443466565909184e-06,0.0,UNSAFE,RED
SYN_0027,10.862954605220263,82.9267163704224,50,0.0,7.499345011675454e-07,0.0,UNSAFE,RED
SYN_0027,10.862954605220263,82.9267163704224,75,0.0,8.021751140447672e-08,0.0,UNSAFE,RED
SYN_0027,10.862954605220263,82.9267163704224,100,0.0,1.4806903739018006e-06,0.0,UNSAFE,RED
SYN_0027,10.862954605220263,82.9267163704224,150,0.0,1.0158501808961637e-07,0.0,UNSAFE,RED
SYN_0027,10.862954605220263,82.9267163704224,200,0.0,7.501392376543726e-07,0.0,UNSAFE,RED
SYN_0028,13.05100087193961,69.36046214988173,0,0.0,1.1580625466699678e-05,0.0,UNSAFE,RED
SYN_0028,13.05100087193961,69.36046214988173,10,0.0,2.689243371078573e-06,0.0,UNSAFE,RED
SYN_0028,13.05100087193961,69.36046214988173,25,0.0,1.6012112269953369e-06,0.0,UNSAFE,RED
SYN_0028,13.05100087193961,69.36046214988173,50,0.0,7.982498439538835e-07,0.0,UNSAFE,RED
SYN_0028,13.05100087193961,69.36046214988173,75,0.0,2.259565549699286e-07,0.0,UNSAFE,RED
SYN_0028,13.05100087193961,69.36046214988173,100,0.0,1.6774302276967897e-06,0.0,UNSAFE,RED
SYN_0028,13.05100087193961,69.36046214988173,150,0.0,5.620328186407099e-08,0.0,UNSAFE,RED
SYN_0028,13.05100087193961,69.36046214988173,200,0.0,3.6072424395489127e-07,0.0,UNSAFE,RED
SYN_0029,10.9424343124635,76.32809280593794,0,0.0,3.6497505678510793e-06,0.0,UNSAFE,RED
SYN_0029,10.9424343124635,76.32809280593794,10,0.0,1.1778781999694421e-06,0.0,UNSAFE,RED
SYN_0029,10.9424343124635,76.32809280593794,25,0.0,6.235077228771474e-06,0.0,UNSAFE,RED
SYN_0029,10.9424343124635,76.32809280593794,50,0.0,1.3871552534542704e-06,0.0,UNSAFE,RED
SYN_0029,10.9424343124635,76.32809280593794,75,0.0,5.595636450575539e-07,0.0,UNSAFE,RED
SYN_0029,10.9424343124635,76.32809280593794,100,0.0,4.51722644490806e-07,0.0,UNSAFE,RED
SYN_0029,10.9424343124635,76.32809280593794,150,0.0,9.380781209145239e-09,0.0,UNSAFE,RED
SYN_0029,10.9424343124635,76.32809280593794,200,0.0,4.922199496703414e-07,0.0,UNSAFE,RED
SYN_0030,24.163415860078608,80.16784827891362,0,0.0,8.987016794046894e-06,0.0,UNSAFE,RED
SYN_0030,24.163415860078608,80.16784827891362,10,0.0,9.734388805810778e-08,0.0,UNSAFE,RED
SYN_0030,24.163415860078608,80.16784827891362,25,0.0,9.021744630346159e-06,0.0,UNSAFE,RED
SYN_0030,24.163415860078608,80.16784827891362,50,0.0,1.2741286473848467e-06,0.0,UNSAFE,RED
SYN_0030,24.163415860078608,80.16784827891362,75,0.0,3.174149200690672e-07,0.0,UNSAFE,RED
SYN_0030,24.163415860078608,80.16784827891362,100,0.0,1.147476184238433e-06,0.0,UNSAFE,RED
SYN_0030,24.163415860078608,80.16784827891362,150,0.0,1.3798761863566802e-07,0.0,UNSAFE,RED
SYN_0030,24.163415860078608,80.16784827891362,200,0.0,4.409593706707252e-07,0.0,UNSAFE,RED
SYN_0031,18.003347008864562,72.29394498914611,0,0.0,9.285481627568231e-06,0.0,UNSAFE,RED
SYN_0031,18.003347008864562,72.29394498914611,10,0.0,1.8035621226132406e-06,0.0,UNSAFE,RED
SYN_0031,18.003347008864562,72.29394498914611,25,0.0,4.697543317354577e-06,0.0,UNSAFE,RED
SYN_0031,18.003347008864562,72.29394498914611,50,0.0,8.306695097025648e-07,0.0,UNSAFE,RED
SYN_0031,18.003347008864562,72.29394498914611,75,0.0,3.2347990121580917e-07,0.0,UNSAFE,RED
SYN_0031,18.003347008864562,72.29394498914611,100,0.0,7.780692797199271e-07,0.0,UNSAFE,RED
SYN_0031,18.003347008864562,72.29394498914611,150,0.0,9.724394616190438e-08,0.0,UNSAFE,RED
