float_id,latitude,longitude,depth,temperature,salinity,date
SYN_0003,9.061224494695388,83.85707141115962,150,8.903193578441188,34.541578582374285,2026-03-12
SYN_0003,9.061224494695388,83.85707141115962,200,8.668706498489097,34.35816834718506,2026-03-12
SYN_0004,12.27259204758588,84.43564165441921,0,27.656974450744272,35.133596418601954,2026-02-21
SYN_0004,12.27259204758588,84.43564165441921,10,24.19470627441395,34.965465165611974,2026-02-21
SYN_0004,12.27259204758588,84.43564165441921,25,19.969446052094405,34.869558449697166,2026-02-21
SYN_0004,12.27259204758588,84.43564165441921,50,14.93685880121193,34.87881924058584,2026-02-21
SYN_0004,12.27259204758588,84.43564165441921,75,12.59831093859926,34.462472407333806,2026-02-21
SYN_0004,12.27259204758588,84.43564165441921,100,10.745455480239558,34.46750862090222,2026-02-21
SYN_0004,12.27259204758588,84.43564165441921,150,8.895084851011827,34.61459975356009,2026-02-21
SYN_0004,12.27259204758588,84.43564165441921,200,8.20576377028025,34.59982215138493,2026-02-21
SYN_0005,15.163975534814373,78.91625613581763,0,28.324331187250902,34.838291623661554,2026-01-03
SYN_0005,15.163975534814373,78.91625613581763,10,24.831578165004967,34.56864042673046,2026-01-03
SYN_0005,15.163975534814373,78.91625613581763,25,20.352048142816297,34.63760904076982,2026-01-03
SYN_0005,15.163975534814373,78.91625613581763,50,15.62707549028513,34.41541884929919,2026-01-03
SYN_0005,15.163975534814373,78.91625613581763,75,12.904066604485159,34.37250382909961,2026-01-03
SYN_0005,15.163975534814373,78.91625613581763,100,11.214761290829518,34.39076731943846,2026-01-03
SYN_0005,15.163975534814373,78.91625613581763,150,9.286448450088846,34.28601335974957,2026-01-03
SYN_0005,15.163975534814373,78.91625613581763,200,8.848903811544236,34.21598349221341,2026-01-03
SYN_0006,22.942205199051543,82.74172848530235,0,28.267010364404992,34.894839521336856,2026-04-30
SYN_0006,22.942205199051543,82.74172848530235,10,24.367824203098962,34.764932574742176,2026-04-30
SYN_0006,22.942205199051543,82.74172848530235,25,20.161775190114856,34.6352144030467,2026-04-30
SYN_0006,22.942205199051543,82.74172848530235,50,15.57905333296174,34.446978164154956,2026-04-30
SYN_0006,22.942205199051543,82.74172848530235,75,12.73492921189908,34.43659150965993,2026-04-30
SYN_0006,22.942205199051543,82.74172848530235,100,10.55670236271677,34.62885800978327,2026-04-30
SYN_0006,22.942205199051543,82.74172848530235,150,9.016645521710501,34.538442507247666,2026-04-30
SYN_0006,22.942205199051543,82.74172848530235,200,8.094809107187452,34.59402027578865,2026-04-30
SYN_0007,17.902067240611295,78.37848119326199,0,28.392621765089313,34.80310995146624,2026-03-02
SYN_0007,17.902067240611295,78.37848119326199,10,24.71520412794743,34.67052606295436,2026-03-02
SYN_0007,17.902067240611295,78.37848119326199,25,20.109174689276223,34.74483829493108,2026-03-02
SYN_0007,17.902067240611295,78.37848119326199,50,15.554065688376113,34.47243650152512,2026-03-02
SYN_0007,17.902067240611295,78.37848119326199,75,12.602691516840792,34.355094929966455,2026-03-02
SYN_0007,17.902067240611295,78.37848119326199,100,11.082343387227134,34.313247584222644,2026-03-02
SYN_0007,17.902067240611295,78.37848119326199,150,9.011446517512043,34.430231520720106,2026-03-02
SYN_0007,17.902067240611295,78.37848119326199,200,8.377863780366383,34.435708835038064,2026-03-02
SYN_0008,21.97339589849349,67.73242662884057,0,27.89557758345046,34.97463951107024,2026-06-25
SYN_0008,21.97339589849349,67.73242662884057,10,24.21894743706687,34.945866791160626,2026-06-25
SYN_0008,21.97339589849349,67.73242662884057,25,20.10930236897196,34.64992666327203,2026-06-25
SYN_0008,21.97339589849349,67.73242662884057,50,14.993573738704045,34.83651436599206,2026-06-25
SYN_0008,21.97339589849349,67.73242662884057,75,12.475269441926567,34.552430359088945,2026-06-25
SYN_0008,21.97339589849349,67.73242662884057,100,10.691474621710825,34.49990529481999,2026-06-25
SYN_0008,21.97339589849349,67.73242662884057,150,8.87711068497612,34.54395823673559,2026-06-25
SYN_0008,21.97339589849349,67.73242662884057,200,8.166301308066943,34.62175773983775,2026-06-25
SYN_0009,7.654908444859396,84.39073734228319,0,28.074165536195288,34.940692294691395,2026-04-16
SYN_0009,7.654908444859396,84.39073734228319,10,24.424405122497046,34.9164357113486,2026-04-16
SYN_0009,7.654908444859396,84.39073734228319,25,20.240985111338862,34.678001497332296,2026-04-16
SYN_0009,7.654908444859396,84.39073734228319,50,15.662483922530853,34.50531059463641,2026-04-16
SYN_0009,7.654908444859396,84.39073734228319,75,12.873522822437002,34.26924110127095,2026-04-16
SYN_0009,7.654908444859396,84.39073734228319,100,10.733524284813262,34.44043169996996,2026-04-16
SYN_0009,7.654908444859396,84.39073734228319,150,9.402919301872103,34.29880789919715,2026-04-16
SYN_0009,7.654908444859396,84.39073734228319,200,8.329814121863999,34.51362971961869,2026-04-16
SYN_0010,13.67703298475946,72.97009468794747,0,28.530013462448903,34.83167040024705,2026-01-10
SYN_0010,13.67703298475946,72.97009468794747,10,24.841240239668092,34.63236215280162,2026-01-10
SYN_0010,13.67703298475946,72.97009468794747,25,20.54439854131808,34.54786171456905,2026-01-10
SYN_0010,13.67703298475946,72.97009468794747,50,15.921327989715218,34.29902010516721,2026-01-10
SYN_0010,13.67703298475946,72.97009468794747,75,13.075871006824316,34.25947993523539,2026-01-10
SYN_0010,13.67703298475946,72.97009468794747,100,10.94494450283615,34.35531336635145,2026-01-10
SYN_0010,13.67703298475946,72.97009468794747,150,9.177562934944588,34.41797316863756,2026-01-10
SYN_0010,13.67703298475946,72.97009468794747,200,9.005251777052807,34.11660559915173,2026-01-10
SYN_0011,12.707932419311302,78.6322733794558,0,28.017352321652705,34.9391757694935,2026-06-11
SYN_0011,12.707932419311302,78.6322733794558,10,24.62067693327863,34.731298135244,2026-06-11
SYN_0011,12.707932419311302,78.6322733794558,25,20.591329843762157,34.58046197438957,2026-06-11
SYN_0011,12.707932419311302,78.6322733794558,50,15.686567952470636,34.449088210255425,2026-06-11
SYN_0011,12.707932419311302,78.6322733794558,75,12.492991378270432,34.534873036936006,2026-06-11
SYN_0011,12.707932419311302,78.6322733794558,100,11.004403535769493,34.313429870517794,2026-06-11
SYN_0011,12.707932419311302,78.6322733794558,150,9.321634485701273,34.37206503619668,2026-06-11
SYN_0011,12.707932419311302,78.6322733794558,200,8.415531273728984,34.472200465855934,2026-06-11
SYN_0012,10.952703490186217,66.99969774323726,0,27.905705270252284,35.142763246865854,2026-04-10
SYN_0012,10.952703490186217,66.99969774323726,10,24.09998811554398,34.97324045270523,2026-04-10
SYN_0012,10.952703490186217,66.99969774323726,25,20.03235444334547,34.8049623961833,2026-04-10
SYN_0012,10.952703490186217,66.99969774323726,50,15.259265856797791,34.64315843242202,2026-04-10
SYN_0012,10.952703490186217,66.99969774323726,75,12.893588839621492,34.31009505552566,2026-04-10
SYN_0012,10.952703490186217,66.99969774323726,100,10.770205216923504,34.553981259983,2026-04-10
SYN_0012,10.952703490186217,66.99969774323726,150,9.011240458940163,34.523574887838826,2026-04-10
SYN_0012,10.952703490186217,66.99969774323726,200,8.539693254277687,34.3900769921204,2026-04-10
SYN_0013,23.944971547677174,84.72002127645742,0,28.11899456621776,34.82352288870895,2026-05-12
SYN_0013,23.944971547677174,84.72002127645742,10,24.40550459446302,34.88441879816393,2026-05-12
SYN_0013,23.944971547677174,84.72002127645742,25,20.004974786596755,34.751408235641115,2026-05-12
SYN_0013,23.944971547677174,84.72002127645742,50,15.886709580523426,34.353459520593894,2026-05-12
SYN_0013,23.944971547677174,84.72002127645742,75,12.71123077068578,34.45873727341728,2026-05-12
SYN_0013,23.944971547677174,84.72002127645742,100,10.912111238360561,34.34413612820988,2026-05-12
SYN_0013,23.944971547677174,84.72002127645742,150,9.265447555454895,34.2402987803777,2026-05-12
SYN_0013,23.944971547677174,84.72002127645742,200,8.389669907497321,34.51891241833081,2026-05-12
SYN_0014,5.868015665963455,83.49286660447191,0,28.14978940343505,35.03889336316084,2026-06-13
SYN_0014,5.868015665963455,83.49286660447191,10,24.440788273814704,34.9181773994837,2026-06-13
SYN_0014,5.868015665963455,83.49286660447191,25,20.50689738437527,34.52361041241076,2026-06-13
SYN_0014,5.868015665963455,83.49286660447191,50,15.151335125840331,34.73676497075875,2026-06-13
SYN_0014,5.868015665963455,83.49286660447191,75,12.356627706304032,34.64566026784513,2026-06-13
SYN_0014,5.868015665963455,83.49286660447191,100,10.361215653848744,34.708705825055645,2026-06-13
SYN_0014,5.868015665963455,83.49286660447191,150,9.194164672602351,34.44125547170348,2026-06-13
SYN_0014,5.868015665963455,83.49286660447191,200,8.678162206653168,34.3380966302643,2026-06-13
SYN_0015,22.321277790008168,65.90437340212378,0,28.12407400178794,34.95499376167045,2026-04-29
SYN_0015,22.321277790008168,65.90437340212378,10,24.689696081267012,34.666835840783534,2026-04-29
SYN_0015,22.321277790008168,65.90437340212378,25,20.09866769482701,34.698564556291,2026-04-29
SYN_0015,22.321277790008168,65.90437340212378,50,15.513352496288807,34.612132445314266,2026-04-29
SYN_0015,22.321277790008168,65.90437340212378,75,12.627125284717716,34.53858860563247,2026-04-29
SYN_0015,22.321277790008168,65.90437340212378,100,10.736586333029743,34.570695181790285,2026-04-29
SYN_0015,22.321277790008168,65.90437340212378,150,9.016439905192309,34.45059366961263,2026-04-29
SYN_0015,22.321277790008168,65.90437340212378,200,8.530532847266073,34.405631173927794,2026-04-29
SYN_0016,20.139982643444576,65.9379293558244,0,27.886180128885766,35.13446753433324,2026-04-05
SYN_0016,20.139982643444576,65.9379293558244,10,24.55005281329581,34.77392270348931,2026-04-05
SYN_0016,20.139982643444576,65.9379293558244,25,20.22929051739589,34.65551223525798,2026-04-05
SYN_0016,20.139982643444576,65.9379293558244,50,15.502130311270175,34.59059863537473,2026-04-05
SYN_0016,20.139982643444576,65.9379293558244,75,12.499916940033188,34.57530685512213,2026-04-05
SYN_0016,20.139982643444576,65.9379293558244,100,10.635257537589512,34.45159945135699,2026-04-05
SYN_0016,20.139982643444576,65.9379293558244,150,9.091947041415967,34.530383989075,2026-04-05
SYN_0016,20.139982643444576,65.9379293558244,200,8.611854842386865,34.308860211683836,2026-04-05
SYN_0017,22.247274174934905,83.99041247315284,0,27.973134711182553,35.01983469783665,2026-05-12
SYN_0017,22.247274174934905,83.99041247315284,10,24.3421335660966,34.844393592874304,2026-05-12
SYN_0017,22.247274174934905,83.99041247315284,25,20.39720798579037,34.47525758335204,2026-05-12
SYN_0017,22.247274174934905,83.99041247315284,50,15.374795473655029,34.66082891008944,2026-05-12
SYN_0017,22.247274174934905,83.99041247315284,75,12.647106414980415,34.411168558289695,2026-05-12
SYN_0017,22.247274174934905,83.99041247315284,100,10.663073849166146,34.59333700506161,2026-05-12
SYN_0017,22.247274174934905,83.99041247315284,150,9.154855989860323,34.454616994949006,2026-05-12
SYN_0017,22.247274174934905,83.99041247315284,200,8.315920110366157,34.46075248431783,2026-05-12
SYN_0018,5.636093629703303,75.97430618414818,0,27.588316215510577,35.208715592395926,2026-05-13
SYN_0018,5.636093629703303,75.97430618414818,10,23.916806236244796,35.08927677203141,2026-05-13
SYN_0018,5.636093629703303,75.97430618414818,25,19.86519630782293,34.892575260698436,2026-05-13
SYN_0018,5.636093629703303,75.97430618414818,50,14.733109170996162,34.93565284771261,2026-05-13
SYN_0018,5.636093629703303,75.97430618414818,75,11.840193561347068,34.970954407292744,2026-05-13
SYN_0018,5.636093629703303,75.97430618414818,100,10.145411834241916,34.688877409106695,2026-05-13
SYN_0018,5.636093629703303,75.97430618414818,150,8.38842718689785,34.808457091707645,2026-05-13
SYN_0018,5.636093629703303,75.97430618414818,200,7.7333982454513235,34.82106770565322,2026-05-13
SYN_0019,13.948247336469093,75.65234532910046,0,28.399191777056803,34.81340018492838,2026-01-15
SYN_0019,13.948247336469093,75.65234532910046,10,24.524360355517487,34.79372748145802,2026-01-15
SYN_0019,13.948247336469093,75.65234532910046,25,20.252023888302226,34.72374869813415,2026-01-15
SYN_0019,13.948247336469093,75.65234532910046,50,16.251623688022452,34.11621953267755,2026-01-15
SYN_0019,13.948247336469093,75.65234532910046,75,13.145463548586884,34.27358402289424,2026-01-15
SYN_0019,13.948247336469093,75.65234532910046,100,11.0377601866419,34.29551646084344,2026-01-15
SYN_0019,13.948247336469093,75.65234532910046,150,9.576751337245277,34.21230261638656,2026-01-15
SYN_0019,13.948247336469093,75.65234532910046,200,8.792290334657052,34.27793496904778,2026-01-15
SYN_0020,5.150687262681495,69.50665595425056,0,27.669694775123066,35.13553291622652,2026-03-11
SYN_0020,5.150687262681495,69.50665595425056,10,24.102704766251062,34.952673297120626,2026-03-11
SYN_0020,5.150687262681495,69.50665595425056,25,19.927061534293983,34.80712753188957,2026-03-11
SYN_0020,5.150687262681495,69.50665595425056,50,15.146852359783566,34.7375755945327,2026-03-11
SYN_0020,5.150687262681495,69.50665595425056,75,12.106226838863423,34.724197296636,2026-03-11
SYN_0020,5.150687262681495,69.50665595425056,100,10.320097428752748,34.738309124282374,2026-03-11
SYN_0020,5.150687262681495,69.50665595425056,150,8.936477234824356,34.49483808193888,2026-03-11
SYN_0020,5.150687262681495,69.50665595425056,200,7.765626038865818,34.80338393368817,2026-03-11
SYN_0021,7.296736494784071,77.21240084883266,0,27.533809942250926,35.223196880439474,2026-03-05
SYN_0021,7.296736494784071,77.21240084883266,10,23.793049477567088,35.21113414526578,2026-03-05
SYN_0021,7.296736494784071,77.21240084883266,25,19.386734462745867,35.01922769245626,2026-03-05
SYN_0021,7.296736494784071,77.21240084883266,50,14.919572251848699,34.82649140890044,2026-03-05
SYN_0021,7.296736494784071,77.21240084883266,75,11.968300932790005,34.85261395141017,2026-03-05
SYN_0021,7.296736494784071,77.21240084883266,100,10.310803462669229,34.79103935343818,2026-03-05
SYN_0021,7.296736494784071,77.21240084883266,150,8.492142168438848,34.76434416411315,2026-03-05
SYN_0021,7.296736494784071,77.21240084883266,200,8.117355854290764,34.65993233497525,2026-03-05
SYN_0022,20.990742618390314,81.50265353385595,0,28.12305198510208,34.82806867986527,2026-06-14
SYN_0022,20.990742618390314,81.50265353385595,10,24.28202777522566,34.951940145336955,2026-06-14
SYN_0022,20.990742618390314,81.50265353385595,25,20.316405565208072,34.59058226775164,2026-06-14
SYN_0022,20.990742618390314,81.50265353385595,50,15.44357926359193,34.50926533322496,2026-06-14
SYN_0022,20.990742618390314,81.50265353385595,75,12.297239667998019,34.61176533349573,2026-06-14
SYN_0022,20.990742618390314,81.50265353385595,100,10.780490176228605,34.48572576321991,2026-06-14
SYN_0022,20.990742618390314,81.50265353385595,150,8.963117350301665,34.52794070103337,2026-06-14
SYN_0022,20.990742618390314,81.50265353385595,200,8.167480322129734,34.580033901064766,2026-06-14
SYN_0023,20.88050378540592,77.40145511857027,0,27.978051549551587,34.95640470335953,2026-06-04
SYN_0023,20.88050378540592,77.40145511857027,10,24.55456660725029,34.78839160644391,2026-06-04
SYN_0023,20.88050378540592,77.40145511857027,25,20.149398072260947,34.77225541344188,2026-06-04
SYN_0023,20.88050378540592,77.40145511857027,50,15.136529830696892,34.67733500911741,2026-06-04
SYN_0023,20.88050378540592,77.40145511857027,75,12.512495497310324,34.58539151820564,2026-06-04
SYN_0023,20.88050378540592,77.40145511857027,100,10.25289894075438,34.75878857470847,2026-06-04
SYN_0023,20.88050378540592,77.40145511857027,150,8.703916461070657,34.65781113682189,2026-06-04
SYN_0023,20.88050378540592,77.40145511857027,200,8.03941883630879,34.547847304560996,2026-06-04
SYN_0024,23.945666792236306,68.0670280623216,0,27.732771910185015,35.08983779356689,2026-05-21
SYN_0024,23.945666792236306,68.0670280623216,10,24.219923029743057,35.000704129603186,2026-05-21
SYN_0024,23.945666792236306,68.0670280623216,25,19.971547963817308,34.81777369016464,2026-05-21
SYN_0024,23.945666792236306,68.0670280623216,50,15.088013439135592,34.67425770232381,2026-05-21
SYN_0024,23.945666792236306,68.0670280623216,75,12.170657792352197,34.75687342599759,2026-05-21
SYN_0024,23.945666792236306,68.0670280623216,100,10.785439128961142,34.4469496333577,2026-05-21
SYN_0024,23.945666792236306,68.0670280623216,150,8.933055957228577,34.58730085191469,2026-05-21
SYN_0024,23.945666792236306,68.0670280623216,200,8.308434650170938,34.56994624875668,2026-05-21
SYN_0025,14.616739561781472,83.36909449878603,0,27.687766375479043,35.14382965905618,2026-05-08
SYN_0025,14.616739561781472,83.36909449878603,10,23.86773630717633,35.10899028915266,2026-05-08
SYN_0025,14.616739561781472,83.36909449878603,25,20.12441982243949,34.8128435949074,2026-05-08
SYN_0025,14.616739561781472,83.36909449878603,50,15.221422640267953,34.60719459756214,2026-05-08
SYN_0025,14.616739561781472,83.36909449878603,75,12.15280114532762,34.69663999272809,2026-05-08
SYN_0025,14.616739561781472,83.36909449878603,100,10.646025299329088,34.54095915877901,2026-05-08
SYN_0025,14.616739561781472,83.36909449878603,150,8.8459650730028,34.57661945716598,2026-05-08
SYN_0025,14.616739561781472,83.36909449878603,200,8.140550965924453,34.61883873421038,2026-05-08
SYN_0026,20.51055233390021,74.06577669496055,0,27.696180365859433,35.134775437366265,2026-04-23
SYN_0026,20.51055233390021,74.06577669496055,10,24.05175109933459,34.98080680201987,2026-04-23
SYN_0026,20.51055233390021,74.06577669496055,25,20.258055631042524,34.70036180551598,2026-04-23
SYN_0026,20.51055233390021,74.06577669496055,50,15.287733084271572,34.57291308243656,2026-04-23
SYN_0026,20.51055233390021,74.06577669496055,75,12.476752470451421,34.47286147512594,2026-04-23
SYN_0026,20.51055233390021,74.06577669496055,100,10.65323777252337,34.52582990240059,2026-04-23
SYN_0026,20.51055233390021,74.06577669496055,150,8.920590257790957,34.52289621999174,2026-04-23
SYN_0026,20.51055233390021,74.06577669496055,200,8.229952914282496,34.59961302899398,2026-04-23
SYN_0027,10.862954605220265,82.9267163704224,0,28.220869018000457,34.9060814444119,2026-01-07
SYN_0027,10.862954605220265,82.9267163704224,10,24.486478084772394,34.81543102423585,2026-01-07
SYN_0027,10.862954605220265,82.9267163704224,25,20.341106543710843,34.58912683714813,2026-01-07
SYN_0027,10.862954605220265,82.9267163704224,50,15.43689599302849,34.52128225694119,2026-01-07
SYN_0027,10.862954605220265,82.9267163704224,75,12.44363724285863,34.5327738629846,2026-01-07
SYN_0027,10.862954605220265,82.9267163704224,100,10.755445017568432,34.49539489602308,2026-01-07
SYN_0027,10.862954605220265,82.9267163704224,150,9.042853512133242,34.59373683752098,2026-01-07
SYN_0027,10.862954605220265,82.9267163704224,200,8.36308052139882,34.555108691756416,2026-01-07
SYN_0028,13.05100087193961,69.36046214988173,0,28.139137347016586,34.84895167719289,2026-01-22
SYN_0028,13.05100087193961,69.36046214988173,10,24.811890001420803,34.67550776434596,2026-01-22
SYN_0028,13.05100087193961,69.36046214988173,25,20.40663553428118,34.660314606497586,2026-01-22
SYN_0028,13.05100087193961,69.36046214988173,50,15.3507933520292,34.62335035659771,2026-01-22
SYN_0028,13.05100087193961,69.36046214988173,75,12.72479335066174,34.42912812315621,2026-01-22
SYN_0028,13.05100087193961,69.36046214988173,100,10.83316497001112,34.464535262179,2026-01-22
SYN_0028,13.05100087193961,69.36046214988173,150,9.200064645695166,34.32500657224425,2026-01-22
SYN_0028,13.05100087193961,69.36046214988173,200,8.75692411565181,34.261141758518896,2026-01-22
SYN_0029,10.9424343124635,76.32809280593794,0,28.091477678022628,34.95177072939736,2026-04-08
SYN_0029,10.9424343124635,76.32809280593794,10,24.65867638787478,34.63025794179371,2026-04-08
SYN_0029,10.9424343124635,76.32809280593794,25,20.211415667168303,34.695627123268274,2026-04-08
SYN_0029,10.9424343124635,76.32809280593794,50,15.10500993447325,34.7031839805479,2026-04-08
SYN_0029,10.9424343124635,76.32809280593794,75,12.285992640564109,34.66774694399892,2026-04-08
SYN_0029,10.9424343124635,76.32809280593794,100,10.598413824488075,34.568194375434636,2026-04-08
SYN_0029,10.9424343124635,76.32809280593794,150,9.010485417564809,34.52918380909018,2026-04-08
SYN_0029,10.9424343124635,76.32809280593794,200,8.285663197724565,34.543199450280476,2026-04-08
SYN_0030,24.163415860078608,80.16784827891362,0,27.84140293321095,35.081285618190044,2026-05-29
SYN_0030,24.163415860078608,80.16784827891362,10,24.187407292560977,34.98859218015874,2026-05-29
SYN_0030,24.163415860078608,80.16784827891362,25,19.916024921511543,34.8090759598263,2026-05-29
SYN_0030,24.163415860078608,80.16784827891362,50,14.9531621440566,34.92695001445288,2026-05-29
SYN_0030,24.163415860078608,80.16784827891362,75,12.210059317928513,34.62635122215425,2026-05-29
SYN_0030,24.163415860078608,80.16784827891362,100,10.403159792617942,34.62141955722592,2026-05-29
SYN_0030,24.163415860078608,80.16784827891362,150,8.931969779818605,34.53191095104502,2026-05-29
SYN_0030,24.163415860078608,80.16784827891362,200,8.504499278602788,34.44854644801288,2026-05-29
SYN_0031,18.003347008864562,72.29394498914611,0,28.47718018175141,34.74835854646196,2026-04-18
SYN_0031,18.003347008864562,72.29394498914611,10,24.687097825487996,34.605540043507006,2026-04-18
SYN_0031,18.003347008864562,72.29394498914611,25,20.47914875544223,34.58641957486731,2026-04-18
SYN_0031,18.003347008864562,72.29394498914611,50,15.408415110996918,34.59829983067767,2026-04-18
SYN_0031,18.003347008864562,72.29394498914611,75,12.653560543768888,34.506722376441374,2026-04-18
SYN_0031,18.003347008864562,72.29394498914611,100,10.879805219156813,34.30705664050706,2026-04-18
SYN_0031,18.003347008864562,72.29394498914611,150,9.277272042690432,34.2785126195763,2026-04-18
SYN_0031,18.003347008864562,72.29394498914611,200,8.428575253606539,34.50918797608376,2026-04-18
SYN_0032,7.209482262627893,72.09244315281553,0,27.818940377548667,35.01096408643187,2026-06-07
SYN_0032,7.209482262627893,72.09244315281553,10,24.07701716769225,34.96290673996577,2026-06-07
SYN_0032,7.209482262627893,72.09244315281553,25,19.890278448932136,34.851166766168085,2026-06-07
SYN_0032,7.209482262627893,72.09244315281553,50,15.075717904457845,34.78177814973509,2026-06-07
SYN_0032,7.209482262627893,72.09244315281553,75,12.16115026865888,34.7486775034737,2026-06-07
SYN_0032,7.209482262627893,72.09244315281553,100,10.459626559802384,34.6161913251049,2026-06-07
SYN_0032,7.209482262627893,72.09244315281553,150,8.69921290602044,34.677396846817295,2026-06-07
SYN_0032,7.209482262627893,72.09244315281553,200,8.170461489850673,34.5235701152965,2026-06-07
SYN_0033,16.94548144860682,75.50063001720537,0,28.449455899516188,34.7336542715867,2026-05-03
SYN_0033,16.94548144860682,75.50063001720537,10,24.73200722242946,34.711216165739756,2026-05-03
SYN_0033,16.94548144860682,75.50063001720537,25,20.308495893852808,34.70573301451998,2026-05-03
SYN_0033,16.94548144860682,75.50063001720537,50,15.51466019699926,34.49651703663677,2026-05-03
SYN_0033,16.94548144860682,75.50063001720537,75,12.927630387764081,34.341456120547846,2026-05-03
SYN_0033,16.94548144860682,75.50063001720537,100,11.254261696900254,34.2041441183627,2026-05-03
SYN_0033,16.94548144860682,75.50063001720537,150,9.396591051533402,34.30128778276779,2026-05-03
SYN_0033,16.94548144860682,75.50063001720537,200,8.810697357838709,34.2896334244506,2026-05-03
SYN_0034,22.024138280975375,74.90293054027948,0,27.81198890629821,35.16019928704026,2026-03-03
SYN_0034,22.024138280975375,74.90293054027948,10,23.842911421932232,35.14724490273297,2026-03-03
SYN_0034,22.024138280975375,74.90293054027948,25,19.860215337641353,34.89914786469173,2026-03-03
SYN_0034,22.024138280975375,74.90293054027948,50,15.107966778768315,34.7549991744391,2026-03-03
SYN_0034,22.024138280975375,74.90293054027948,75,12.337910231485317,34.65381502629252,2026-03-03
SYN_0034,22.024138280975375,74.90293054027948,100,10.33630722116351,34.727064323828536,2026-03-03
SYN_0034,22.024138280975375,74.90293054027948,150,8.573227253847806,34.68014901420026,2026-03-03
SYN_0034,22.024138280975375,74.90293054027948,200,8.122898576266183,34.64236401911684,2026-03-03
SYN_0035,15.149354675216724,65.12771743433667,0,27.76153425115738,35.05124006737232,2026-01-13
SYN_0035,15.149354675216724,65.12771743433667,10,24.173238567252472,35.067116638605754,2026-01-13
SYN_0035,15.149354675216724,65.12771743433667,25,19.949200805848754,34.82047448264104,2026-01-13
SYN_0035,15.149354675216724,65.12771743433667,50,15.189352417135897,34.692507080853765,2026-01-13
SYN_0035,15.149354675216724,65.12771743433667,75,12.293293270257411,34.60337578494001,2026-01-13
SYN_0035,15.149354675216724,65.12771743433667,100,10.616840921560492,34.511443603288946,2026-01-13
SYN_0035,15.149354675216724,65.12771743433667,150,8.662839284662727,34.72957234629306,2026-01-13
SYN_0035,15.149354675216724,65.12771743433667,200,8.1726412213055,34.616332688888484,2026-01-13
SYN_0036,20.16526391858045,65.49173832917603,0,28.21970036033987,34.86176563119646,2026-05-19
SYN_0036,20.16526391858045,65.49173832917603,10,24.430453948805088,34.827944735128455,2026-05-19
