latitude,longitude,depth
5.0,81.16161616161617,-7.518807749494611
5.0,81.36363636363636,-6.669212131876478
5.0,81.56565656565657,-5.80667016225526
5.0,81.76767676767676,-5.0
5.0,81.96969696969697,-5.184612172293893
5.0,82.17171717171718,-7.3424985643704
5.0,82.37373737373737,-5.219693175958823
5.0,82.57575757575758,-6.365130279480912
5.0,82.77777777777777,-5.011438305506067
5.0,82.97979797979798,-5.0
5.0,83.18181818181819,-5.0
5.0,83.38383838383838,-5.709527775913202
5.0,83.58585858585859,-5.0
5.0,83.78787878787878,-5.0
5.0,83.98989898989899,-7.075833874197525
5.0,84.1919191919192,-5.0
5.0,84.39393939393939,-5.006965758032955
5.0,84.5959595959596,-7.33120379251762
5.0,84.79797979797979,-5.0
5.0,85.0,-5.0
5.202020202020202,65.0,-31.573356528272804
5.202020202020202,65.20202020202021,-32.42247209514482
5.202020202020202,65.4040404040404,-32.06757783526875
5.202020202020202,65.60606060606061,-31.04198821930622
5.202020202020202,65.8080808080808,-30.257941137800053
5.202020202020202,66.01010101010101,-31.62012700676814
5.202020202020202,66.21212121212122,-32.50013964857832
5.202020202020202,66.41414141414141,-29.792162675163468
5.202020202020202,66.61616161616162,-32.70443790275494
5.202020202020202,66.81818181818181,-29.928513445546923
5.202020202020202,67.02020202020202,-31.475609277966907
5.202020202020202,67.22222222222223,-29.447435851442744
5.202020202020202,67.42424242424242,-29.38667565892063
5.202020202020202,67.62626262626263,-28.09031260683485
5.202020202020202,67.82828282828282,-27.502829078514033
5.202020202020202,68.03030303030303,-22.779908669778845
5.202020202020202,68.23232323232324,-25.33861431659227
5.202020202020202,68.43434343434343,-24.029422262890705
5.202020202020202,68.63636363636364,-17.037048061733294
5.202020202020202,68.83838383838383,-18.14008187498164
5.202020202020202,69.04040404040404,-23.23430747023674
5.202020202020202,69.24242424242425,-18.59095934544854
5.202020202020202,69.44444444444444,-19.948828049112144
5.202020202020202,69.64646464646465,-17.018777291270727
5.202020202020202,69.84848484848484,-20.644695529347885
5.202020202020202,70.05050505050505,-13.617438681596072
5.202020202020202,70.25252525252526,-14.94915726688449
5.202020202020202,70.45454545454545,-11.728981916905397
5.202020202020202,70.65656565656566,-14.431677060866729
5.202020202020202,70.85858585858585,-10.118422050232562
5.202020202020202,71.06060606060606,-10.719376149357776
5.202020202020202,71.26262626262626,-6.347023345876135
5.202020202020202,71.46464646464646,-5.957010354515162
5.202020202020202,71.66666666666667,-6.638802003519321
5.202020202020202,71.86868686868686,-8.291632837516175
5.202020202020202,72.07070707070707,-5.0
5.202020202020202,72.27272727272727,-9.77642252114458
5.202020202020202,72.47474747474747,-9.307191950509027
5.202020202020202,72.67676767676768,-6.302846118735474
5.202020202020202,72.87878787878788,-5.0
5.202020202020202,73.08080808080808,-6.207532182569737
5.202020202020202,73.28282828282828,-6.0274452066437565
5.202020202020202,73.48484848484848,-8.544775457683976
5.202020202020202,73.68686868686869,-5.0
5.202020202020202,73.88888888888889,-5.0
5.202020202020202,74.0909090909091,-5.0
5.202020202020202,74.29292929292929,-6.919396129395043
5.202020202020202,74.4949494949495,-7.074368320973655
5.202020202020202,74.6969696969697,-8.247199285230291
5.202020202020202,74.8989898989899,-5.493209781013454
5.202020202020202,75.1010101010101,-7.8217694431105365
5.202020202020202,75.3030303030303,-8.015787795064554
5.202020202020202,75.5050505050505,-6.508336218392465
5.202020202020202,75.70707070707071,-6.63926713494087
5.202020202020202,75.9090909090909,-6.736911842216817
5.202020202020202,76.11111111111111,-5.0
5.202020202020202,76.31313131313131,-5.502859180272571
5.202020202020202,76.51515151515152,-6.237266845595377
5.202020202020202,76.71717171717171,-5.294928927950184
5.202020202020202,76.91919191919192,-7.644008866782413
5.202020202020202,77.12121212121212,-5.450397536753794
5.202020202020202,77.32323232323232,-5.3597497988838825
5.202020202020202,77.52525252525253,-8.667048503288111
5.202020202020202,77.72727272727272,-5.0
5.202020202020202,77.92929292929293,-7.423822195027141
5.202020202020202,78.13131313131314,-5.48033518616028
5.202020202020202,78.33333333333333,-5.0
5.202020202020202,78.53535353535354,-5.0
5.202020202020202,78.73737373737373,-5.592288007435479
5.202020202020202,78.93939393939394,-6.385952790337287
5.202020202020202,79.14141414141415,-5.0
5.202020202020202,79.34343434343434,-5.0
5.202020202020202,79.54545454545455,-6.897684824661409
5.202020202020202,79.74747474747474,-7.250742078576531
5.202020202020202,79.94949494949495,-9.805665147965147
5.202020202020202,80.15151515151516,-5.352891101205975
5.202020202020202,80.35353535353535,-5.826350274609947
5.202020202020202,80.55555555555556,-5.0
5.202020202020202,80.75757575757575,-5.0
5.202020202020202,80.95959595959596,-5.0
5.202020202020202,81.16161616161617,-7.055683240405491
5.202020202020202,81.36363636363636,-5.0
5.202020202020202,81.56565656565657,-6.71878754278246
5.202020202020202,81.76767676767676,-5.0
5.202020202020202,81.96969696969697,-8.578471569634537
5.202020202020202,82.17171717171718,-5.190684185840773
5.202020202020202,82.37373737373737,-9.63033066746497
5.202020202020202,82.57575757575758,-6.195229756456659
5.202020202020202,82.77777777777777,-5.0
5.202020202020202,82.97979797979798,-6.702891887035341
5.202020202020202,83.18181818181819,-7.7618300420850845
5.202020202020202,83.38383838383838,-5.0
5.202020202020202,83.58585858585859,-5.8678803642669966
5.202020202020202,83.78787878787878,-6.640096078634493
5.202020202020202,83.98989898989899,-5.5771629422645965
5.202020202020202,84.1919191919192,-5.0
5.202020202020202,84.39393939393939,-5.0
5.202020202020202,84.5959595959596,-5.0
5.202020202020202,84.79797979797979,-5.0
5.202020202020202,85.0,-5.327984239418855
5.404040404040404,65.0,-35.900861949657006
5.404040404040404,65.20202020202021,-33.786119519437044
5.404040404040404,65.4040404040404,-33.55203070318215
5.404040404040404,65.60606060606061,-35.90725281504752
5.404040404040404,65.8080808080808,-34.95423916972332
5.404040404040404,66.01010101010101,-36.65031002336799
5.404040404040404,66.21212121212122,-33.69988919780556
5.404040404040404,66.41414141414141,-32.214617553972474
5.404040404040404,66.61616161616162,-31.639946714720896
5.404040404040404,66.81818181818181,-31.958833702542602
5.404040404040404,67.02020202020202,-34.08579362339356
5.404040404040404,67.22222222222223,-35.10102836241743
5.404040404040404,67.42424242424242,-33.940627877148444
5.404040404040404,67.62626262626263,-31.97642875509496
5.404040404040404,67.82828282828282,-29.73383681935263
5.404040404040404,68.03030303030303,-27.26962041742381
5.404040404040404,68.23232323232324,-27.5674679299193
5.404040404040404,68.43434343434343,-23.487730821186428
5.404040404040404,68.63636363636364,-23.233926120279783
5.404040404040404,68.83838383838383,-21.527079031505554
5.404040404040404,69.04040404040404,-17.977423033593134
5.404040404040404,69.24242424242425,-21.568534556102584
5.404040404040404,69.44444444444444,-17.18698596954914
5.404040404040404,69.64646464646465,-17.083965601343856
5.404040404040404,69.84848484848484,-16.782701056123628
5.404040404040404,70.05050505050505,-13.098533976119725
5.404040404040404,70.25252525252526,-12.514126125238045
5.404040404040404,70.45454545454545,-15.5413530553267
5.404040404040404,70.65656565656566,-13.153678813281092
5.404040404040404,70.85858585858585,-11.338341132124723
5.404040404040404,71.06060606060606,-12.036490066284165
5.404040404040404,71.26262626262626,-10.023679025238216
5.404040404040404,71.46464646464646,-10.047235869280739
5.404040404040404,71.66666666666667,-6.409584150630572
5.404040404040404,71.86868686868686,-12.561746463706836
5.404040404040404,72.07070707070707,-9.360221711577115
5.404040404040404,72.27272727272727,-10.34340268759301
5.404040404040404,72.47474747474747,-6.996052800273169
5.404040404040404,72.67676767676768,-11.163846721897881
5.404040404040404,72.87878787878788,-6.848892809358721
5.404040404040404,73.08080808080808,-8.368620441544053
5.404040404040404,73.28282828282828,-8.007660874323975
5.404040404040404,73.48484848484848,-9.576968265796088
5.404040404040404,73.68686868686869,-7.19226680588608
5.404040404040404,73.88888888888889,-5.0
5.404040404040404,74.0909090909091,-5.969526141238143
5.404040404040404,74.29292929292929,-5.0
5.404040404040404,74.4949494949495,-5.0
5.404040404040404,74.6969696969697,-5.133443614832889
5.404040404040404,74.8989898989899,-6.778553928651151
5.404040404040404,75.1010101010101,-5.0
5.404040404040404,75.3030303030303,-6.749547077195694
5.404040404040404,75.5050505050505,-6.669800151165402
5.404040404040404,75.70707070707071,-8.700740383810187
5.404040404040404,75.9090909090909,-5.0
5.404040404040404,76.11111111111111,-6.432959935871952
5.404040404040404,76.31313131313131,-5.296758292941405
5.404040404040404,76.51515151515152,-7.732878641786419
5.404040404040404,76.71717171717171,-5.0
5.404040404040404,76.91919191919192,-7.184837260843317
5.404040404040404,77.12121212121212,-5.944372227976798
5.404040404040404,77.32323232323232,-5.0
5.404040404040404,77.52525252525253,-5.0
5.404040404040404,77.72727272727272,-5.705014929607031
5.404040404040404,77.92929292929293,-9.197216849986587
5.404040404040404,78.13131313131314,-5.0
5.404040404040404,78.33333333333333,-5.0
5.404040404040404,78.53535353535354,-5.0
5.404040404040404,78.73737373737373,-7.167362347755091
5.404040404040404,78.93939393939394,-5.8881391079770795
5.404040404040404,79.14141414141415,-6.7477956441261835
5.404040404040404,79.34343434343434,-5.0
5.404040404040404,79.54545454545455,-5.1359490028694825
5.404040404040404,79.74747474747474,-7.229282501292816
5.404040404040404,79.94949494949495,-6.602464982822713
5.404040404040404,80.15151515151516,-5.0
5.404040404040404,80.35353535353535,-5.0
5.404040404040404,80.55555555555556,-5.0
5.404040404040404,80.75757575757575,-5.0
5.404040404040404,80.95959595959596,-6.166204522178424
5.404040404040404,81.16161616161617,-12.14398243523139
5.404040404040404,81.36363636363636,-5.066634736956707
5.404040404040404,81.56565656565657,-5.664612302261351
5.404040404040404,81.76767676767676,-5.380990591930442
5.404040404040404,81.96969696969697,-5.553160090506737
5.404040404040404,82.17171717171718,-8.313479108471464
5.404040404040404,82.37373737373737,-5.0
5.404040404040404,82.57575757575758,-5.0
5.404040404040404,82.77777777777777,-5.0
5.404040404040404,82.97979797979798,-5.0
5.404040404040404,83.18181818181819,-5.0
5.404040404040404,83.38383838383838,-6.481013607650971
5.404040404040404,83.58585858585859,-5.80262848040533
5.404040404040404,83.78787878787878,-5.478705050066396
5.404040404040404,83.98989898989899,-5.445555886359913
5.404040404040404,84.1919191919192,-5.0
5.404040404040404,84.39393939393939,-5.0
5.404040404040404,84.5959595959596,-5.0
5.404040404040404,84.79797979797979,-5.0
5.404040404040404,85.0,-5.5016556193453
5.606060606060606,65.0,-38.968478178408446
5.606060606060606,65.20202020202021,-31.985100994178914
5.606060606060606,65.4040404040404,-34.65130043143102
5.606060606060606,65.60606060606061,-35.32188055082285
5.606060606060606,65.8080808080808,-34.869252865761084
5.606060606060606,66.01010101010101,-35.45743427250567
5.606060606060606,66.21212121212122,-33.960450008030655
5.606060606060606,66.41414141414141,-37.41020554294982
5.606060606060606,66.61616161616162,-36.43006367045991
5.606060606060606,66.81818181818181,-33.755923879702834
5.606060606060606,67.02020202020202,-32.64619894941733
5.606060606060606,67.22222222222223,-31.791502196511114
5.606060606060606,67.42424242424242,-33.41514475457566
5.606060606060606,67.62626262626263,-32.88045057424472
5.606060606060606,67.82828282828282,-30.694095663681317
5.606060606060606,68.03030303030303,-28.15079764256924
5.606060606060606,68.23232323232324,-24.245435857488456
5.606060606060606,68.43434343434343,-29.750220584137335
5.606060606060606,68.63636363636364,-24.90291239314217
5.606060606060606,68.83838383838383,-25.877766054798965
5.606060606060606,69.04040404040404,-25.1733001039633
5.606060606060606,69.24242424242425,-18.860884659139295
5.606060606060606,69.44444444444444,-18.221535302465917
5.606060606060606,69.64646464646465,-17.864312308563733
5.606060606060606,69.84848484848484,-15.685188987590879
5.606060606060606,70.05050505050505,-17.81853344456178
5.606060606060606,70.25252525252526,-17.043153641835765
5.606060606060606,70.45454545454545,-10.845892100938258
5.606060606060606,70.65656565656566,-15.055405459040957
5.606060606060606,70.85858585858585,-12.367873635728511
5.606060606060606,71.06060606060606,-13.30179378817957
5.606060606060606,71.26262626262626,-16.711614731705144
5.606060606060606,71.46464646464646,-16.486479866729
5.606060606060606,71.66666666666667,-13.121340742395088
5.606060606060606,71.86868686868686,-9.460345775136952
5.606060606060606,72.07070707070707,-9.243521663940342
5.606060606060606,72.27272727272727,-8.798794177678866
5.606060606060606,72.47474747474747,-12.097044455340784
5.606060606060606,72.67676767676768,-6.464883137581749
5.606060606060606,72.87878787878788,-11.155184100783611
5.606060606060606,73.08080808080808,-8.396849509838548
5.606060606060606,73.28282828282828,-8.606799633543138
5.606060606060606,73.48484848484848,-8.309216545175206
5.606060606060606,73.68686868686869,-5.2697977837283085
5.606060606060606,73.88888888888889,-9.14610358884003
5.606060606060606,74.0909090909091,-10.023525042033341
5.606060606060606,74.29292929292929,-7.2152995157400746
5.606060606060606,74.4949494949495,-7.87181958495332
5.606060606060606,74.6969696969697,-5.0
5.606060606060606,74.8989898989899,-5.483790217835467
5.606060606060606,75.1010101010101,-7.764660438166546
5.606060606060606,75.3030303030303,-8.889819389883002
5.606060606060606,75.5050505050505,-10.34172847879776
5.606060606060606,75.70707070707071,-8.69298610973528
5.606060606060606,75.9090909090909,-6.6092849129132345
5.606060606060606,76.11111111111111,-5.0
5.606060606060606,76.31313131313131,-5.0
5.606060606060606,76.51515151515152,-6.052310356298241
5.606060606060606,76.71717171717171,-7.3069684408702615
5.606060606060606,76.91919191919192,-6.115891889272136
5.606060606060606,77.12121212121212,-7.564655442045266
5.606060606060606,77.32323232323232,-5.0
5.606060606060606,77.52525252525253,-6.728047180287816
5.606060606060606,77.72727272727272,-6.732206265859854
5.606060606060606,77.92929292929293,-10.821109810134857
5.606060606060606,78.13131313131314,-6.72282835395954
5.606060606060606,78.33333333333333,-5.0
5.606060606060606,78.53535353535354,-8.582537322676899
5.606060606060606,78.73737373737373,-7.872764584651807
5.606060606060606,78.93939393939394,-5.0
5.606060606060606,79.14141414141415,-9.482111588194215
5.606060606060606,79.34343434343434,-5.0
5.606060606060606,79.54545454545455,-7.437755496683961
5.606060606060606,79.74747474747474,-7.082201318888482
5.606060606060606,79.94949494949495,-8.732041928951402
5.606060606060606,80.15151515151516,-5.447598467987397
5.606060606060606,80.35353535353535,-5.0
5.606060606060606,80.55555555555556,-5.061630346140409
5.606060606060606,80.75757575757575,-7.953884282192487
5.606060606060606,80.95959595959596,-5.0
5.606060606060606,81.16161616161617,-7.231436406419931
5.606060606060606,81.36363636363636,-5.0
5.606060606060606,81.56565656565657,-5.0
5.606060606060606,81.76767676767676,-12.233497846749826
5.606060606060606,81.96969696969697,-8.412875367704405
5.606060606060606,82.17171717171718,-5.0
5.606060606060606,82.37373737373737,-6.057573334997667
5.606060606060606,82.57575757575758,-8.19255618441152
5.606060606060606,82.77777777777777,-7.698135980062309
5.606060606060606,82.97979797979798,-10.469432351750484
5.606060606060606,83.18181818181819,-6.5839418791922695
5.606060606060606,83.38383838383838,-5.0
5.606060606060606,83.58585858585859,-5.0
5.606060606060606,83.78787878787878,-5.0
5.606060606060606,83.98989898989899,-5.0
5.606060606060606,84.1919191919192,-5.0
5.606060606060606,84.39393939393939,-5.0
5.606060606060606,84.5959595959596,-5.6932536149352915
5.606060606060606,84.79797979797979,-6.7570197199572535
5.606060606060606,85.0,-5.0
5.808080808080808,65.0,-32.56120643435088
5.808080808080808,65.20202020202021,-35.30595890945679
5.808080808080808,65.4040404040404,-35.842661328406734
5.808080808080808,65.60606060606061,-34.88484354236246
5.808080808080808,65.8080808080808,-34.302862401088476
5.808080808080808,66.01010101010101,-34.62291381438709
5.808080808080808,66.21212121212122,-38.15613317370321
5.808080808080808,66.41414141414141,-33.05516166624463
5.808080808080808,66.61616161616162,-37.02111137869749
5.808080808080808,66.81818181818181,-36.15573247752612
5.808080808080808,67.02020202020202,-36.68257620935825
5.808080808080808,67.22222222222223,-29.396537248829393
5.808080808080808,67.42424242424242,-32.93280833709401
5.808080808080808,67.62626262626263,-34.03188840495634
5.808080808080808,67.82828282828282,-29.572329180419896
5.808080808080808,68.03030303030303,-28.404967305622467
5.808080808080808,68.23232323232324,-29.018663195130713
5.808080808080808,68.43434343434343,-25.72101823310009
5.808080808080808,68.63636363636364,-27.678060479024673
5.808080808080808,68.83838383838383,-25.893494780736482
5.808080808080808,69.04040404040404,-27.618312633549294
5.808080808080808,69.24242424242425,-24.917624586572543
5.808080808080808,69.44444444444444,-17.70563677632916
5.808080808080808,69.64646464646465,-16.983410006027608
5.808080808080808,69.84848484848484,-19.344946139494052
5.808080808080808,70.05050505050505,-15.156593526242283
5.808080808080808,70.25252525252526,-18.028215002656633
5.808080808080808,70.45454545454545,-17.571005913118217
5.808080808080808,70.65656565656566,-16.4819134324281
5.808080808080808,70.85858585858585,-16.134319320807244
5.808080808080808,71.06060606060606,-15.89587309700286
5.808080808080808,71.26262626262626,-12.71241435203882
5.808080808080808,71.46464646464646,-14.111912351741363
5.808080808080808,71.66666666666667,-12.83609279972972
5.808080808080808,71.86868686868686,-11.627347401355241
5.808080808080808,72.07070707070707,-12.49513946357068
5.808080808080808,72.27272727272727,-14.700008895988933
5.808080808080808,72.47474747474747,-14.967063612836288
5.808080808080808,72.67676767676768,-11.646107664635439
5.808080808080808,72.87878787878788,-11.53535516281912
5.808080808080808,73.08080808080808,-10.232096270139287
5.808080808080808,73.28282828282828,-10.163985968951813
5.808080808080808,73.48484848484848,-5.0
5.808080808080808,73.68686868686869,-12.225700053494108
5.808080808080808,73.88888888888889,-13.272395804618265
5.808080808080808,74.0909090909091,-8.502974711074584
5.808080808080808,74.29292929292929,-9.494670969752697
5.808080808080808,74.4949494949495,-8.01197135106242
5.808080808080808,74.6969696969697,-7.4792720103116554
5.808080808080808,74.8989898989899,-5.601750797771265
5.808080808080808,75.1010101010101,-11.397110150533221
5.808080808080808,75.3030303030303,-9.223693530107814
5.808080808080808,75.5050505050505,-7.314646760194388
5.808080808080808,75.70707070707071,-6.329728660657623
5.808080808080808,75.9090909090909,-5.0
5.808080808080808,76.11111111111111,-6.016393696886118
5.808080808080808,76.31313131313131,-8.084641076626301
5.808080808080808,76.51515151515152,-9.734731977466433
5.808080808080808,76.71717171717171,-9.209322005925408
5.808080808080808,76.91919191919192,-9.076018121805385
5.808080808080808,77.12121212121212,-6.756940460844267
5.808080808080808,77.32323232323232,-7.235222141894271
5.808080808080808,77.52525252525253,-10.397038849175374
5.808080808080808,77.72727272727272,-8.732542785273226
5.808080808080808,77.92929292929293,-6.045653905821355
5.808080808080808,78.13131313131314,-6.987374778245085
5.808080808080808,78.33333333333333,-6.531947376042478
5.808080808080808,78.53535353535354,-7.093268192476481
5.808080808080808,78.73737373737373,-5.0
5.808080808080808,78.93939393939394,-7.5608888690039855
5.808080808080808,79.14141414141415,-8.592519508983237
5.808080808080808,79.34343434343434,-9.688867429999354
5.808080808080808,79.54545454545455,-7.210964526621452
5.808080808080808,79.74747474747474,-12.768713575590734
5.808080808080808,79.94949494949495,-8.021866282763218
5.808080808080808,80.15151515151516,-8.275031650215972
5.808080808080808,80.35353535353535,-10.532629795315025
5.808080808080808,80.55555555555556,-9.564448989123491
5.808080808080808,80.75757575757575,-6.182107804363131
5.808080808080808,80.95959595959596,-7.4341736826720695
5.808080808080808,81.16161616161617,-7.555117478024112
5.808080808080808,81.36363636363636,-7.047698496200361
5.808080808080808,81.56565656565657,-7.732407744470766
5.808080808080808,81.76767676767676,-5.4239286073496356
5.808080808080808,81.96969696969697,-7.5077110356794785
5.808080808080808,82.17171717171718,-10.559512040544817
5.808080808080808,82.37373737373737,-5.0
5.808080808080808,82.57575757575758,-7.104302459152997
5.808080808080808,82.77777777777777,-8.97739440668355
5.808080808080808,82.97979797979798,-10.388716948199903
5.808080808080808,83.18181818181819,-6.899529632643241
5.808080808080808,83.38383838383838,-7.871534971486961
5.808080808080808,83.58585858585859,-5.0
5.808080808080808,83.78787878787878,-8.334088128841854
5.808080808080808,83.98989898989899,-9.458075727496286
5.808080808080808,84.1919191919192,-6.039642049661383
5.808080808080808,84.39393939393939,-5.936168438843454
5.808080808080808,84.5959595959596,-7.2480334005666265
5.808080808080808,84.79797979797979,-6.4257286229628585
5.808080808080808,85.0,-7.809716565718909
6.01010101010101,65.0,-35.28495684857379
6.01010101010101,65.20202020202021,-34.13306079358547
6.01010101010101,65.4040404040404,-35.04251370494968
6.01010101010101,65.60606060606061,-36.56444521453745
6.01010101010101,65.8080808080808,-34.658550785025476
6.01010101010101,66.01010101010101,-40.728688971462574
6.01010101010101,66.21212121212122,-33.7439541170675
6.01010101010101,66.41414141414141,-40.10799927152177
6.01010101010101,66.61616161616162,-38.205001819855305
6.01010101010101,66.81818181818181,-37.01346609340894
6.01010101010101,67.02020202020202,-36.574544866570406
6.01010101010101,67.22222222222223,-33.92019624346133
6.01010101010101,67.42424242424242,-36.93748395341334
6.01010101010101,67.62626262626263,-33.49335539550935
6.01010101010101,67.82828282828282,-34.00086866405906
6.01010101010101,68.03030303030303,-30.961869743441152
6.01010101010101,68.23232323232324,-30.371140977287173
6.01010101010101,68.43434343434343,-28.998908707787034
6.01010101010101,68.63636363636364,-28.898745376461203
6.01010101010101,68.83838383838383,-27.5748315852251
6.01010101010101,69.04040404040404,-24.74170046074481
6.01010101010101,69.24242424242425,-22.337793511970858
6.01010101010101,69.44444444444444,-24.256334315746525
6.01010101010101,69.64646464646465,-23.98034616448143
6.01010101010101,69.84848484848484,-20.01953853568438
6.01010101010101,70.05050505050505,-20.364940574774643
6.01010101010101,70.25252525252526,-17.923020178761554
6.01010101010101,70.45454545454545,-20.837211696593638
6.01010101010101,70.65656565656566,-22.106603326959398
6.01010101010101,70.85858585858585,-19.168146846451652
6.01010101010101,71.06060606060606,-19.286582369811068
6.01010101010101,71.26262626262626,-17.66647064766377
6.01010101010101,71.46464646464646,-18.488945098729754
6.01010101010101,71.66666666666667,-15.371197850422964
6.01010101010101,71.86868686868686,-17.256379965735473
6.01010101010101,72.07070707070707,-15.756544264242152
6.01010101010101,72.27272727272727,-15.049573944091923
6.01010101010101,72.47474747474747,-14.234355238711371
6.01010101010101,72.67676767676768,-14.265450224950571
6.01010101010101,72.87878787878788,-12.315311674527663
6.01010101010101,73.08080808080808,-14.331712371827823
6.01010101010101,73.28282828282828,-9.319875051167076
6.01010101010101,73.48484848484848,-12.287641104931646
6.01010101010101,73.68686868686869,-13.554332343903871
6.01010101010101,73.88888888888889,-10.338241860703176
6.01010101010101,74.0909090909091,-12.04661358834872
6.01010101010101,74.29292929292929,-9.049440653716093
6.01010101010101,74.4949494949495,-5.754007850455054
6.01010101010101,74.6969696969697,-11.421873943047526
6.01010101010101,74.8989898989899,-9.058002696958182
6.01010101010101,75.1010101010101,-13.108493627171802
6.01010101010101,75.3030303030303,-8.481826291769192
6.01010101010101,75.5050505050505,-11.341007542329201
6.01010101010101,75.70707070707071,-10.93866411052878
6.01010101010101,75.9090909090909,-11.733000981951337
6.01010101010101,76.11111111111111,-7.894524727748091
6.01010101010101,76.31313131313131,-7.448993488708717
6.01010101010101,76.51515151515152,-9.08243522893603
6.01010101010101,76.71717171717171,-10.737115365612611
6.01010101010101,76.91919191919192,-5.95236794498615
6.01010101010101,77.12121212121212,-10.79771984545282
6.01010101010101,77.32323232323232,-13.586652302173619
6.01010101010101,77.52525252525253,-8.329277002202826
6.01010101010101,77.72727272727272,-11.423202540025333
6.01010101010101,77.92929292929293,-7.18975329136461
6.01010101010101,78.13131313131314,-10.00667082595413
6.01010101010101,78.33333333333333,-8.045761534100818
6.01010101010101,78.53535353535354,-6.421472124603007
6.01010101010101,78.73737373737373,-11.610488248454315
6.01010101010101,78.93939393939394,-10.359167785175325
6.01010101010101,79.14141414141415,-9.352074788862959
6.01010101010101,79.34343434343434,-5.977661527204246
6.01010101010101,79.54545454545455,-10.54604387079632
6.01010101010101,79.74747474747474,-10.256029255157243
6.01010101010101,79.94949494949495,-8.143354538766681
6.01010101010101,80.15151515151516,-10.422596157133416
6.01010101010101,80.35353535353535,-8.712968838337071
6.01010101010101,80.55555555555556,-12.247595355725215
6.01010101010101,80.75757575757575,-5.0
6.01010101010101,80.95959595959596,-11.894533150495189
6.01010101010101,81.16161616161617,-9.629086311968297
6.01010101010101,81.36363636363636,-9.252311276758729
6.01010101010101,81.56565656565657,-5.487749984425441
6.01010101010101,81.76767676767676,-11.885891922885364
6.01010101010101,81.96969696969697,-5.2497557236888674
6.01010101010101,82.17171717171718,-7.738152245602504
6.01010101010101,82.37373737373737,-8.401922791856828
6.01010101010101,82.57575757575758,-11.170526816710849
6.01010101010101,82.77777777777777,-8.07483333873708
6.01010101010101,82.97979797979798,-10.694651932990428
6.01010101010101,83.18181818181819,-6.679040878616281
6.01010101010101,83.38383838383838,-11.106063767364912
